recipe_name,total_time,ingredients_list,directions_list,fat,sat_fat,cholesterol,sodium,fiber,sugar,protein,calcium,iron,potassium,img_src,text
Persimmon Bread III,70,"['2 cups white sugar', '1 ½ cups wheat flour', '1 ½ cups all-purpose flour', '½ cup oatmeal', '½ teaspoon salt', '1 teaspoon ground cinnamon', '½ teaspoon ground nutmeg', '1 teaspoon ground allspice', '½ teaspoon ground cloves', '2 teaspoons baking soda', '2 cups ripe hachiya persimmon pulp', '½ cup applesauce', '½ cup vegetable oil', '3  eggs']","['preheat oven to 350 degrees f (175 degrees c).\nin a bowl', 'stir together the sugar', 'wheat flour', 'all-purpose flour', 'oatmeal', 'salt cinnamon', 'nutmeg', 'allspice', 'cloves', 'and baking soda', 'until well mixed. set aside. in a separate bowl', 'stir persimmon pulp with applesauce', 'vegetable oil', 'and eggs until well blended. combine the wet and dry ingredients', 'stirring until free of lumps. divide batter between two greased 9x5 inch loaf pans.\nbake in the preheated oven for one hour', 'or until a toothpick inserted into the center of the loaves comes out clean.']",6.0,1.0,17.0,168.0,1.0,17.0,3.0,20.0,2.0,98.0,https://www.allrecipes.com/thmb/3OmdbyocFPgzFCHbqqXsNE0c8aU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1056755-9b6f0f7648c54731bb6283bd0b41bcc3.jpg,"Persimmon Bread III 2 cups white sugar, 1 ½ cups wheat flour, 1 ½ cups all-purpose flour, ½ cup oatmeal, ½ teaspoon salt, 1 teaspoon ground cinnamon, ½ teaspoon ground nutmeg, 1 teaspoon ground allspice, ½ teaspoon ground cloves, 2 teaspoons baking soda, 2 cups ripe Hachiya persimmon pulp, ½ cup applesauce, ½ cup vegetable oil, 3  eggs Preheat oven to 350 degrees F (175 degrees C).
In a bowl, stir together the sugar, wheat flour, all-purpose flour, oatmeal, salt cinnamon, nutmeg, allspice, cloves, and baking soda, until well mixed. Set aside. In a separate bowl, stir persimmon pulp with applesauce, vegetable oil, and eggs until well blended. Combine the wet and dry ingredients, stirring until free of lumps. Divide batter between two greased 9x5 inch loaf pans.
Bake in the preheated oven for one hour, or until a toothpick inserted into the center of the loaves comes out clean. /Bread/Quick Bread Recipes/Fruit Bread Recipes/"
Persimmon Raisin Yeast Bread,8,"['½ cup very ripe persimmon pulp', '9 tablespoons water', '2 tablespoons butter', '1 ½ teaspoons white sugar', '1 ½ teaspoons salt', '2 cups bread flour', '1 cup whole wheat flour', '2 tablespoons wheat germ', '1 teaspoon ground cinnamon', '2 ½ teaspoons active dry yeast', '⅓ cup raisins']","[""place all ingredients except raisins in your bread machine's baking pan in the order recommended by the manufacturer. use the basic or white cycle. you may need to add an extra tablespoon of water during kneading\nif your machine has a fruit setting"", 'add the raisins at the signal', 'or about 5 minutes before the kneading cycle has finished.']",3.0,1.0,5.0,307.0,2.0,1.0,5.0,15.0,2.0,137.0,https://www.allrecipes.com/thmb/YzY_V3k7882xyX1mDhS71FQSxC8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7218628-62fd85428cea4a96a183347747cbe284.jpg,"Persimmon Raisin Yeast Bread ½ cup very ripe persimmon pulp, 9 tablespoons water, 2 tablespoons butter, 1 ½ teaspoons white sugar, 1 ½ teaspoons salt, 2 cups bread flour, 1 cup whole wheat flour, 2 tablespoons wheat germ, 1 teaspoon ground cinnamon, 2 ½ teaspoons active dry yeast, ⅓ cup raisins Place all ingredients except raisins in your bread machine's baking pan in the order recommended by the manufacturer. Use the basic or white cycle. You may need to add an extra tablespoon of water during kneading
If your machine has a Fruit setting, add the raisins at the signal, or about 5 minutes before the kneading cycle has finished. /Breakfast and Brunch/Breakfast Bread Recipes/"
Deep Dish Persimmon Pie,125,"['¼ cup light brown sugar', 'packed', '1 tablespoon ground cinnamon', '1 tablespoon cornstarch', '⅛ teaspoon sea salt', '6 cups fuyu persimmons', 'peeled and thinly sliced', '10  graham crackers', 'crushed', '¼ cup butter', 'melted']","['preheat an oven to 375 degrees f (190 degrees c).\ncombine brown sugar', 'cinnamon', 'cornstarch', 'and sea salt in a small bowl. spread half of the persimmons into an 8-inch deep pie plate. sprinkle with half of the the sugar mixture. repeat with the remaining persimmons and sugar mixture. set aside. mix graham cracker crumbs and melted butter until evenly combined. spread crust evenly over persimmons.\nbake until crust is golden brown and persimmons are tender', 'about 45 minutes. serve warm.']",7.0,4.0,15.0,125.0,3.0,9.0,2.0,66.0,5.0,573.0,https://www.allrecipes.com/thmb/DqplQf6pu0SV-xwCX7lx8H1szgc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4581168-2768c3ac69434e0ea8602b01e57227c7.jpg,"Deep Dish Persimmon Pie ¼ cup light brown sugar, packed, 1 tablespoon ground cinnamon, 1 tablespoon cornstarch, ⅛ teaspoon sea salt, 6 cups Fuyu persimmons, peeled and thinly sliced, 10  graham crackers, crushed, ¼ cup butter, melted Preheat an oven to 375 degrees F (190 degrees C).
Combine brown sugar, cinnamon, cornstarch, and sea salt in a small bowl. Spread half of the persimmons into an 8-inch deep pie plate. Sprinkle with half of the the sugar mixture. Repeat with the remaining persimmons and sugar mixture. Set aside. Mix graham cracker crumbs and melted butter until evenly combined. Spread crust evenly over persimmons.
Bake until crust is golden brown and persimmons are tender, about 45 minutes. Serve warm. /Desserts/Pies/Fruit Pies/"
Persimmon Raisin Cookies,32,"['2 cups white sugar', '1 cup shortening', '2  eggs', '4 cups all-purpose flour', '1 teaspoon salt', '2 teaspoons baking soda', '2 teaspoons ground cinnamon', '2 teaspoons ground nutmeg', '2 cups persimmon pulp', '2 cups raisin paste', '2 cups chopped walnuts']","['preheat oven to 350 degrees f (175 degrees c). lightly grease two baking sheets.\ncream the sugar and shortening together in a large mixing bowl until light and fluffy. beat in the eggs', 'one at a time. stir in the flour', 'salt', 'baking soda', 'cinnamon', 'and nutmeg', 'blending thoroughly. mix in the persimmon pulp', 'raisin paste', 'and walnuts. drop by spoonfuls onto prepared cookies sheets', 'and spread out slightly.\nbake in preheated oven until cookie top springs back when touched', '12 to 15 minutes. allow cookies to cool on baking sheet for 5 minutes before transferring to a wire rack to cool completely.']",6.0,1.0,6.0,84.0,1.0,7.0,2.0,13.0,1.0,118.0,https://www.allrecipes.com/thmb/fJZC22vqUoKC1LeMWb40p_DiiMg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2914947-e9139ecc853c46d78526b5632fa142e9.jpg,"Persimmon Raisin Cookies 2 cups white sugar, 1 cup shortening, 2  eggs, 4 cups all-purpose flour, 1 teaspoon salt, 2 teaspoons baking soda, 2 teaspoons ground cinnamon, 2 teaspoons ground nutmeg, 2 cups persimmon pulp, 2 cups raisin paste, 2 cups chopped walnuts Preheat oven to 350 degrees F (175 degrees C). Lightly grease two baking sheets.
Cream the sugar and shortening together in a large mixing bowl until light and fluffy. Beat in the eggs, one at a time. Stir in the flour, salt, baking soda, cinnamon, and nutmeg, blending thoroughly. Mix in the persimmon pulp, raisin paste, and walnuts. Drop by spoonfuls onto prepared cookies sheets, and spread out slightly.
Bake in preheated oven until cookie top springs back when touched, 12 to 15 minutes. Allow cookies to cool on baking sheet for 5 minutes before transferring to a wire rack to cool completely. /Desserts/Cookies/Fruit Cookie Recipes/Raisin/"
Harriet Davis's Indiana Persimmon Pudding,40,"['1 ½ cups buttermilk', '1 teaspoon baking soda', '1 ½ cups all-purpose flour', '1 teaspoon baking powder', '½ teaspoon ground cinnamon', '⅛ teaspoon salt', '2 cups persimmon pulp', '2 cups white sugar', '2  eggs', 'well beaten', '¼ cup heavy whipping cream', '¼ cup butter', 'melted']","['preheat oven to 325 degrees f (165 degrees c).\ncombine buttermilk and baking soda together in a bowl.\ncombine flour', 'baking powder', 'cinnamon', 'and salt in a separate bowl.\nmix persimmon pulp and sugar together in a large bowl. beat in eggs. add buttermilk mixture alternately with flour mixture', 'stirring until combined. stir in heavy cream and melted butter. pour batter into a 9x13-inch baking pan.\nbake in the preheated oven until edges pull away from the sides of the pan and cracks begin to appear in the center', '25 to 30 minutes. chill until serving.']",7.0,4.0,49.0,243.0,1.0,35.0,4.0,81.0,2.0,202.0,https://www.allrecipes.com/thmb/PTXe8xgnWe7o2Ygyx4lOM6OKrv4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4356754-84dd9787622a4fe2bc2f7953a1164519.jpg,"Harriet Davis's Indiana Persimmon Pudding 1 ½ cups buttermilk, 1 teaspoon baking soda, 1 ½ cups all-purpose flour, 1 teaspoon baking powder, ½ teaspoon ground cinnamon, ⅛ teaspoon salt, 2 cups persimmon pulp, 2 cups white sugar, 2  eggs, well beaten, ¼ cup heavy whipping cream, ¼ cup butter, melted Preheat oven to 325 degrees F (165 degrees C).
Combine buttermilk and baking soda together in a bowl.
Combine flour, baking powder, cinnamon, and salt in a separate bowl.
Mix persimmon pulp and sugar together in a large bowl. Beat in eggs. Add buttermilk mixture alternately with flour mixture, stirring until combined. Stir in heavy cream and melted butter. Pour batter into a 9x13-inch baking pan.
Bake in the preheated oven until edges pull away from the sides of the pan and cracks begin to appear in the center, 25 to 30 minutes. Chill until serving. /Desserts/Custards and Puddings/"
Persimmon Pudding Pie,75,"['2 tablespoons butter', 'melted', '2 cups persimmon pulp', '2 cups white sugar', '3  eggs', 'lightly beaten', '1 ¼ cups buttermilk', '1 teaspoon baking soda', '2 cups all-purpose flour', '1 teaspoon baking powder', '½ teaspoon ground cinnamon', '½ teaspoon salt', '½ teaspoon vanilla extract']","['preheat oven to 325 degrees f (165 degrees c). spread melted butter evenly over the bottom of a baking dish.\nbeat persimmon pulp and sugar together in a bowl; beat in eggs. beat in buttermilk and baking soda.\nsift flour', 'baking powder', 'cinnamon', 'and salt together in a bowl. gradually add flour mixture to persimmon mixture', 'stirring until well incorporated; stir in vanilla extract. pour persimmon batter into prepared baking dish.\nbake in the preheated oven until lightly golden and cooked through', 'about 1 hour.']",6.0,3.0,79.0,452.0,2.0,52.0,7.0,112.0,3.0,302.0,https://www.allrecipes.com/thmb/EXdP8t-MBW3MYLJO-aDTCzdDLcA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7210489-8c4da743f2f448d6956abbbac14dd1ed.jpg,"Persimmon Pudding Pie 2 tablespoons butter, melted, 2 cups persimmon pulp, 2 cups white sugar, 3  eggs, lightly beaten, 1 ¼ cups buttermilk, 1 teaspoon baking soda, 2 cups all-purpose flour, 1 teaspoon baking powder, ½ teaspoon ground cinnamon, ½ teaspoon salt, ½ teaspoon vanilla extract Preheat oven to 325 degrees F (165 degrees C). Spread melted butter evenly over the bottom of a baking dish.
Beat persimmon pulp and sugar together in a bowl; beat in eggs. Beat in buttermilk and baking soda.
Sift flour, baking powder, cinnamon, and salt together in a bowl. Gradually add flour mixture to persimmon mixture, stirring until well incorporated; stir in vanilla extract. Pour persimmon batter into prepared baking dish.
Bake in the preheated oven until lightly golden and cooked through, about 1 hour. /Desserts/Pies/No-Bake Pie Recipes/Pudding Pie Recipes/"
Christmas Cranberry-Persimmon Loaf,125,"['1 ½ cups all-purpose flour', '1 tablespoon ground cinnamon', '1 teaspoon baking soda', '½ teaspoon salt', '¼ teaspoon ground ginger', 'or more to taste', '¼ teaspoon ground nutmeg', 'or more to taste', '½ cup chopped toasted walnuts', '½ cup dried cranberries', '2 large eggs', '¾ cup light brown sugar', '½ cup vegetable oil', '4  ripe fuyu persimmons', 'chopped into small pieces']","['preheat the oven to 325 degrees f (165 degrees c). grease a 9x5-inch loaf pan and dust the bottom with flour.\nmix flour', 'cinnamon', 'baking soda', 'salt', 'ginger', ""and nutmeg together in a small bowl. add walnuts and cranberries; toss or mix using your fingers to ensure cranberries don't stick together.\nwhisk eggs"", 'brown sugar', 'and oil together in a medium bowl until eggs are well beaten. stir in persimmon pieces followed by flour mixture. pour into the prepared loaf pan.\nbake in the preheated oven until a knife inserted into the center comes out clean', '1 hour and 15 minutes to 1 1/2 hours.\nremove from the oven and let cool on a wire rack for 15 minutes. slide a knife around the sides and slide loaf out onto the rack to finish cooling', '15 to 30 minutes more', 'before cutting.']",14.0,2.0,31.0,218.0,2.0,17.0,4.0,31.0,1.0,97.0,https://www.allrecipes.com/thmb/49N0gqfzQ5lhqj-ImdtYaOJs2j4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7519453-1d94772288f14e1e991d30f9a2e92d76.jpg,"Christmas Cranberry-Persimmon Loaf 1 ½ cups all-purpose flour, 1 tablespoon ground cinnamon, 1 teaspoon baking soda, ½ teaspoon salt, ¼ teaspoon ground ginger, or more to taste, ¼ teaspoon ground nutmeg, or more to taste, ½ cup chopped toasted walnuts, ½ cup dried cranberries, 2 large eggs, ¾ cup light brown sugar, ½ cup vegetable oil, 4  ripe Fuyu persimmons, chopped into small pieces Preheat the oven to 325 degrees F (165 degrees C). Grease a 9x5-inch loaf pan and dust the bottom with flour.
Mix flour, cinnamon, baking soda, salt, ginger, and nutmeg together in a small bowl. Add walnuts and cranberries; toss or mix using your fingers to ensure cranberries don't stick together.
Whisk eggs, brown sugar, and oil together in a medium bowl until eggs are well beaten. Stir in persimmon pieces followed by flour mixture. Pour into the prepared loaf pan.
Bake in the preheated oven until a knife inserted into the center comes out clean, 1 hour and 15 minutes to 1 1/2 hours.
Remove from the oven and let cool on a wire rack for 15 minutes. Slide a knife around the sides and slide loaf out onto the rack to finish cooling, 15 to 30 minutes more, before cutting. /Bread/Quick Bread Recipes/Fruit Bread Recipes/Cranberry Bread Recipes/"
Paleo Persimmon Pie,30,"['½ teaspoon olive oil', '3 cups pecans', '20  pitted dates', '¼ cup agave nectar', '6  ripe persimmons', '2 tablespoons chopped pecans', '1 teaspoon ground cinnamon', 'for garnish']","['lightly grease an 8-inch pie pan with olive oil.\nblend 3 cups pecans and dates in a food processor until finely ground', 'about 1 minute. pour agave nectar over nut mixture and process until fully incorporated', 'about 30 seconds. press nut mixture evenly into prepared pie pan.\npeel and pit persimmons', 'then puree in food processor until smooth. pour over crust and smooth out. garnish with chopped pecans and cinnamon.']",31.0,3.0,,1.0,7.0,22.0,5.0,46.0,2.0,371.0,https://www.allrecipes.com/thmb/pjIE-wIHBsekrfdpIJdeniUVLis=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1569009-268177fbb6c3446bb32fbf9c3f1bfd76.jpg,"Paleo Persimmon Pie ½ teaspoon olive oil, 3 cups pecans, 20  pitted dates, ¼ cup agave nectar, 6  ripe persimmons, 2 tablespoons chopped pecans, 1 teaspoon ground cinnamon, for garnish Lightly grease an 8-inch pie pan with olive oil.
Blend 3 cups pecans and dates in a food processor until finely ground, about 1 minute. Pour agave nectar over nut mixture and process until fully incorporated, about 30 seconds. Press nut mixture evenly into prepared pie pan.
Peel and pit persimmons, then puree in food processor until smooth. Pour over crust and smooth out. Garnish with chopped pecans and cinnamon. /Desserts/Pies/No-Bake Pie Recipes/"
"Persimmon, Pomegranate, and Massaged Kale Salad",30,"['½ cup raw macadamia nuts', '2 tablespoons maple syrup', 'divided', '1 pinch salt']","['preheat oven to 375 degrees f (190 degrees c). line a baking sheet with parchment paper.\ntoss macademia nuts with 1 tablespoon maple syrup and pinch of salt; spread on baking sheet.\ntoast macademia nuts in the preheated oven until lightly golden', 'about 5 minutes. remove from oven and coat with 1 tablespoon maple syrup.\nwhisk orange juice', 'lemon juice', '1 tablespoon maple syrup', 'and ground black pepper together in a small bowl to make dressing.\nplace kale pieces', '1 tablespoon olive oil', 'and 1/2 teaspoon salt in a large bowl; massage with your hands until kale is tender', '3 to 5 minutes. add persimmon slices and dressing and toss to mix. top with pomegranate seeds and maple-roasted macademia nuts.']",18.0,3.0,,429.0,6.0,13.0,9.0,332.0,5.0,1185.0,https://www.allrecipes.com/thmb/G36EFdILMmVoeMBBJolfY9GBM7k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3036705-7fcae46ca36f4d25a2034f53fcba3982.jpg,"Persimmon, Pomegranate, and Massaged Kale Salad ½ cup raw macadamia nuts, 2 tablespoons maple syrup, divided, 1 pinch salt Preheat oven to 375 degrees F (190 degrees C). Line a baking sheet with parchment paper.
Toss macademia nuts with 1 tablespoon maple syrup and pinch of salt; spread on baking sheet.
Toast macademia nuts in the preheated oven until lightly golden, about 5 minutes. Remove from oven and coat with 1 tablespoon maple syrup.
Whisk orange juice, lemon juice, 1 tablespoon maple syrup, and ground black pepper together in a small bowl to make dressing.
Place kale pieces, 1 tablespoon olive oil, and 1/2 teaspoon salt in a large bowl; massage with your hands until kale is tender, 3 to 5 minutes. Add persimmon slices and dressing and toss to mix. Top with pomegranate seeds and maple-roasted macademia nuts. /Salad/Green Salad Recipes/Kale Salad Recipes/"
Auntie's Persimmon Cookies,134,"['1 ½ cups persimmon pulp', '1 teaspoon baking soda', '½ cup butter', 'softened', '1 cup white sugar', '2 cups all-purpose flour', '1 teaspoon ground cinnamon', '1 teaspoon ground cloves', '1 teaspoon ground nutmeg', '½ teaspoon salt', '1  egg', '1 cup chopped pecans', '1 cup golden raisins']","['preheat oven to 350 degrees f (175 degrees c). line a baking sheet with parchment paper or a silpat® nonstick baking mat.\nmash persimmon pulp in a small bowl and stir in baking soda to let mixture congeal.\nbeat white sugar and 1/2 cup butter with an electric mixer in a large bowl until light and fluffy. stir flour', 'cinnamon', 'cloves', 'nutmeg', 'and salt together in a second bowl.\nmix egg into the persimmon mixture. add persimmon mixture and flour mixture to the creamed butter mixture and stir well to combine. fold pecans and raisins into the batter.\ndrop batter onto the prepared baking sheet using a medium cookie scoop.\nbake in the preheated oven until slightly browned and puffy', '13 to 15 minutes. remove from oven and cool completely on wire racks', ""about 30 minutes.\nmix confectioners' sugar"", 'maple syrup', '1 tablespoon melted butter', 'vanilla extract', 'and salt in a bowl until maple glaze is smooth. place a sheet of parchment paper under the wire rack to catch the drips. drizzle maple glaze onto the cookie tops using a spoon. let set until glaze hardens', 'about 30 minutes.\ncut green belt candy into small leaf shapes using kitchen scissors. combine white chocolate and shortening in a microwave-safe glass or ceramic bowl and melt in the microwave in 15-second intervals', 'stirring after each melting', '1 to 3 minutes.\ndrip some melted white chocolate over each cookie using a spoon. place one red candy-coated chocolate piece in the middle of each cookie and add a green belt leaf to each side. let set until frosting hardens', 'about 30 minutes.']",8.0,3.0,14.0,105.0,1.0,17.0,2.0,28.0,1.0,96.0,https://www.allrecipes.com/thmb/7V43Lh6pP6o69SEoIr2mlf6pF_I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2914931-b91bf2bad5df489387520809ce99277f.jpg,"Auntie's Persimmon Cookies 1 ½ cups persimmon pulp, 1 teaspoon baking soda, ½ cup butter, softened, 1 cup white sugar, 2 cups all-purpose flour, 1 teaspoon ground cinnamon, 1 teaspoon ground cloves, 1 teaspoon ground nutmeg, ½ teaspoon salt, 1  egg, 1 cup chopped pecans, 1 cup golden raisins Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper or a Silpat® nonstick baking mat.
Mash persimmon pulp in a small bowl and stir in baking soda to let mixture congeal.
Beat white sugar and 1/2 cup butter with an electric mixer in a large bowl until light and fluffy. Stir flour, cinnamon, cloves, nutmeg, and salt together in a second bowl.
Mix egg into the persimmon mixture. Add persimmon mixture and flour mixture to the creamed butter mixture and stir well to combine. Fold pecans and raisins into the batter.
Drop batter onto the prepared baking sheet using a medium cookie scoop.
Bake in the preheated oven until slightly browned and puffy, 13 to 15 minutes. Remove from oven and cool completely on wire racks, about 30 minutes.
Mix confectioners' sugar, maple syrup, 1 tablespoon melted butter, vanilla extract, and salt in a bowl until maple glaze is smooth. Place a sheet of parchment paper under the wire rack to catch the drips. Drizzle maple glaze onto the cookie tops using a spoon. Let set until glaze hardens, about 30 minutes.
Cut green belt candy into small leaf shapes using kitchen scissors. Combine white chocolate and shortening in a microwave-safe glass or ceramic bowl and melt in the microwave in 15-second intervals, stirring after each melting, 1 to 3 minutes.
Drip some melted white chocolate over each cookie using a spoon. Place one red candy-coated chocolate piece in the middle of each cookie and add a green belt leaf to each side. Let set until frosting hardens, about 30 minutes. /Desserts/Cookies/Drop Cookie Recipes/"
Persimmon Cookies III,32,"['½ cup shortening', '1 cup white sugar', '1  egg', '1 cup persimmon pulp', '1 cup all-purpose flour', '½ teaspoon baking powder', '½ teaspoon baking soda', '½ teaspoon ground cinnamon', '¼ teaspoon ground cloves', '½ teaspoon salt', '½ cup raisins', '½ cup chopped walnuts']","['preheat oven to 350 degrees f (175 degrees c). grease cookie sheets.\nin a large bowl', 'cream together the shortening and sugar. beat in the egg and persimmon pulp. combine the flour', 'baking soda', 'cinnamon', 'cloves and salt; stir into the persimmon mixture. fold in raisins and walnuts. drop by teaspoonfuls 2 inches apart onto the prepared cookie sheets.\nbake for 12 to 15 minutes in the preheated oven', 'or until edges are firm. let cool on the cookie sheets for 1 minute before removing to wire racks to cool completely.']",2.0,0.0,3.0,29.0,0.0,3.0,0.0,4.0,0.0,20.0,https://www.allrecipes.com/thmb/v6BHqHRALQI2dWP5qPG2Ka219zI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/27691-1039e9915ed04ef88a07b4c3b8c43d9e.jpg,"Persimmon Cookies III ½ cup shortening, 1 cup white sugar, 1  egg, 1 cup persimmon pulp, 1 cup all-purpose flour, ½ teaspoon baking powder, ½ teaspoon baking soda, ½ teaspoon ground cinnamon, ¼ teaspoon ground cloves, ½ teaspoon salt, ½ cup raisins, ½ cup chopped walnuts Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets.
In a large bowl, cream together the shortening and sugar. Beat in the egg and persimmon pulp. Combine the flour, baking soda, cinnamon, cloves and salt; stir into the persimmon mixture. Fold in raisins and walnuts. Drop by teaspoonfuls 2 inches apart onto the prepared cookie sheets.
Bake for 12 to 15 minutes in the preheated oven, or until edges are firm. Let cool on the cookie sheets for 1 minute before removing to wire racks to cool completely. /Desserts/Cookies/Spice Cookie Recipes/"
Sandra's Persimmon Pudding,0,"['1 cup persimmon pulp', '1  egg', 'beaten', '1 ¼ cups white sugar', '1 cup all-purpose flour', '1 ¼ cups milk', '¼ teaspoon baking soda', '1 teaspoon baking powder', '½ teaspoon ground cinnamon', '¼ teaspoon salt', '¼ cup butter', 'melted']","['butter one 9x13 inch baking pan. preheat oven to 350 degrees f (175 degrees c).\nin a blender', 'combine persimmon pulp', 'egg', 'sugar', 'flour', 'milk', 'baking soda', 'baking powder', 'cinnamon', 'salt and butter. blend until smooth.\npour into baking pan and bake for 30 minutes or until a knife inserted in the center comes out with just crumbs but no batter stuck to it.']",15.0,9.0,83.0,478.0,2.0,66.0,8.0,191.0,3.0,353.0,https://www.allrecipes.com/thmb/6_A_AWOndDqg8exYkNACIPi4HXA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2959146-cfb5964c2d97489880d40bfd7025cf54.jpg,"Sandra's Persimmon Pudding 1 cup persimmon pulp, 1  egg, beaten, 1 ¼ cups white sugar, 1 cup all-purpose flour, 1 ¼ cups milk, ¼ teaspoon baking soda, 1 teaspoon baking powder, ½ teaspoon ground cinnamon, ¼ teaspoon salt, ¼ cup butter, melted Butter one 9x13 inch baking pan. Preheat oven to 350 degrees F (175 degrees C).
In a blender, combine persimmon pulp, egg, sugar, flour, milk, baking soda, baking powder, cinnamon, salt and butter. Blend until smooth.
Pour into baking pan and bake for 30 minutes or until a knife inserted in the center comes out with just crumbs but no batter stuck to it. /Desserts/Custards and Puddings/"
Spicy Persimmon Chutney,50,"['1 ½ cups cider vinegar', '1 cup chopped onion', '1 large granny smith apple - peeled', 'cored and chopped', '1 cup golden raisins', '¾ cup white sugar', '¼ cup lemon juice', '1  green chile pepper', 'seeded and minced', '1 tablespoon minced fresh ginger root', '1 tablespoon lemon zest', '1 teaspoon ground coriander seed', '⅛ teaspoon ground cloves', '4  fuyu persimmons', 'peeled and chopped']","['combine cider vinegar', 'onion', 'apple', 'raisins', 'sugar', 'lemon juice', 'green chile', 'ginger', 'lemon zest', 'coriander', 'and cloves in a large saucepan. bring to a boil over medium heat', 'stirring occasionally. reduce heat to medium-low and simmer until mixture thickens', 'stirring frequently', 'about 25 minutes. add persimmons and simmer until the persimmons are tender', 'about 5 to 10 minutes.\nremove from the heat and let cool completely. cover and refrigerate.']",0.0,,,2.0,1.0,8.0,0.0,7.0,0.0,75.0,https://www.allrecipes.com/thmb/Uv6g86q2mA-u7F9gN_bxd6dRPJ0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1095384-66511b9584c84e8db36def18006983a6.jpg,"Spicy Persimmon Chutney 1 ½ cups cider vinegar, 1 cup chopped onion, 1 large Granny Smith apple - peeled, cored and chopped, 1 cup golden raisins, ¾ cup white sugar, ¼ cup lemon juice, 1  green chile pepper, seeded and minced, 1 tablespoon minced fresh ginger root, 1 tablespoon lemon zest, 1 teaspoon ground coriander seed, ⅛ teaspoon ground cloves, 4  Fuyu persimmons, peeled and chopped Combine cider vinegar, onion, apple, raisins, sugar, lemon juice, green chile, ginger, lemon zest, coriander, and cloves in a large saucepan. Bring to a boil over medium heat, stirring occasionally. Reduce heat to medium-low and simmer until mixture thickens, stirring frequently, about 25 minutes. Add persimmons and simmer until the persimmons are tender, about 5 to 10 minutes.
Remove from the heat and let cool completely. Cover and refrigerate. /Side Dish/Sauces and Condiments/Chutney Recipes/"
Sweet Persimmon Fireside Cookies,0,"['2 cups all-purpose flour', '½ cup cake flour', '1 teaspoon ground cinnamon', '1 teaspoon ground ginger', '½ teaspoon baking soda', '¼ teaspoon salt', '½ cup unsalted butter', '1 cup white sugar', '1 tablespoon lemon zest', '2  ripe persimmons', 'pureed', '1  egg', ""¼ cup confectioners' sugar""]","['preheat oven to 375 degrees f (190 degrees c). grease one 9x13 inch baking pan.\nsift together all-purpose flour', 'cake flour', 'cinnamon', 'ginger', 'baking soda and salt.\nin a medium bowl', 'cream butter', 'sugar', 'and lemon rind until fluffy and smooth. blend in egg and persimmon pulp and mix until well combined.\ngradually stir in the flour mixture and mix until well blended.\npour the batter into the prepared pan and spread evenly.\nbake for 25 minutes in the preheated oven', 'until golden brown. remove from the oven and let cool. when the bars are completely cool', ""sift confectioners' sugar over the top and cut into bars.""]",6.0,4.0,27.0,81.0,1.0,14.0,3.0,9.0,1.0,40.0,https://www.allrecipes.com/thmb/Ew3mm_nbNBRRT-AuSncg-_p7Z4M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4109737-22ad673619a64b43a5feefc50ed6a21f.jpg,"Sweet Persimmon Fireside Cookies 2 cups all-purpose flour, ½ cup cake flour, 1 teaspoon ground cinnamon, 1 teaspoon ground ginger, ½ teaspoon baking soda, ¼ teaspoon salt, ½ cup unsalted butter, 1 cup white sugar, 1 tablespoon lemon zest, 2  ripe persimmons, pureed, 1  egg, ¼ cup confectioners' sugar Preheat oven to 375 degrees F (190 degrees C). Grease one 9x13 inch baking pan.
Sift together all-purpose flour, cake flour, cinnamon, ginger, baking soda and salt.
In a medium bowl, cream butter, sugar, and lemon rind until fluffy and smooth. Blend in egg and persimmon pulp and mix until well combined.
Gradually stir in the flour mixture and mix until well blended.
Pour the batter into the prepared pan and spread evenly.
Bake for 25 minutes in the preheated oven, until golden brown. Remove from the oven and let cool. When the bars are completely cool, sift confectioners' sugar over the top and cut into bars. /Desserts/Cookies/Bar Cookie Recipes/"
